PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Phrase),Difference(Sentence),Idx,Keywords
100359,5266,could not recommend this film more,4,could n't recommend this film more,1,3,1.8,100359,"['could', 'could not', 'film', 'film more', 'more', 'not', 'recommend', 'this', 'this film']"
100361,5266,recommend this film,3,recommend this film,2,1,1.8,100361,"['film', 'recommend', 'this', 'this film']"
12566,539,suck,0,sucks,2,2,1.8,12566,['suck']
100357,5266,I could not recommend this film more .,3,I could n't recommend this film more .,1,2,1.8,100357,"['could', 'could not', 'film', 'film more', 'more', 'not', 'recommend', 'this', 'this film']"
100358,5266,could not recommend this film more .,4,could n't recommend this film more .,1,3,1.8,100358,"['could', 'could not', 'film', 'film more', 'more', 'not', 'recommend', 'this', 'this film']"
62892,3182,Thoroughly engrossing and,3,Thoroughly engrossing and,4,1,1.8,62892,"['and', 'engrossing', 'thoroughly']"
125988,6768,a film you will never forget,4,a film you will never forget,2,2,1.7894736842105263,125988,"['film', 'film you', 'forget', 'never', 'never forget', 'will', 'you', 'you will']"
125991,6768,will never,2,will never,2,0,1.7894736842105263,125991,"['never', 'will']"
125993,6768,that you should never forget,2,that you should never forget,1,1,1.7894736842105263,125993,"['forget', 'never', 'never forget', 'should', 'should never', 'that', 'that you', 'you', 'you should']"
125980,6768,and Sven Wollter,2,and Sven Wollter,2,0,1.7894736842105263,125980,"['and', 'wollter']"
125981,6768,will touch you to the core in a film you will never forget -- that you should never forget .,4,will touch you to the core in a film you will never forget -- that you should never forget .,1,3,1.7894736842105263,125981,"['core', 'film', 'film you', 'forget', 'forget that', 'in', 'in film', 'never', 'never forget', 'should', 'should never', 'that', 'that you', 'the', 'the core', 'to', 'to the', 'touch', 'will', 'you', 'you should', 'you to', 'you will']"
125982,6768,will touch you to the core in a film you will never forget -- that you should never forget,4,will touch you to the core in a film you will never forget -- that you should never forget,1,3,1.7894736842105263,125982,"['core', 'film', 'film you', 'forget', 'forget that', 'in', 'in film', 'never', 'never forget', 'should', 'should never', 'that', 'that you', 'the', 'the core', 'to', 'to the', 'touch', 'will', 'you', 'you should', 'you to', 'you will']"
125983,6768,touch you to the core in a film you will never forget -- that you should never forget,4,touch you to the core in a film you will never forget -- that you should never forget,1,3,1.7894736842105263,125983,"['core', 'film', 'film you', 'forget', 'forget that', 'in', 'in film', 'never', 'never forget', 'should', 'should never', 'that', 'that you', 'the', 'the core', 'to', 'to the', 'touch', 'will', 'you', 'you should', 'you to', 'you will']"
125984,6768,to the core in a film you will never forget -- that you should never forget,4,to the core in a film you will never forget -- that you should never forget,1,3,1.7894736842105263,125984,"['core', 'film', 'film you', 'forget', 'forget that', 'in', 'in film', 'never', 'never forget', 'should', 'should never', 'that', 'that you', 'the', 'the core', 'to', 'to the', 'will', 'you', 'you should', 'you will']"
125985,6768,the core in a film you will never forget -- that you should never forget,3,the core in a film you will never forget -- that you should never forget,1,2,1.7894736842105263,125985,"['core', 'film', 'film you', 'forget', 'forget that', 'in', 'in film', 'never', 'never forget', 'should', 'should never', 'that', 'that you', 'the', 'the core', 'will', 'you', 'you should', 'you will']"
125986,6768,in a film you will never forget -- that you should never forget,4,in a film you will never forget -- that you should never forget,1,3,1.7894736842105263,125986,"['film', 'film you', 'forget', 'forget that', 'in', 'in film', 'never', 'never forget', 'should', 'should never', 'that', 'that you', 'will', 'you', 'you should', 'you will']"
125987,6768,a film you will never forget -- that you should never forget,4,a film you will never forget -- that you should never forget,1,3,1.7894736842105263,125987,"['film', 'film you', 'forget', 'forget that', 'never', 'never forget', 'should', 'should never', 'that', 'that you', 'will', 'you', 'you should', 'you will']"
125989,6768,you will never forget,3,you will never forget,1,2,1.7894736842105263,125989,"['forget', 'never', 'never forget', 'will', 'you', 'you will']"
125990,6768,will never forget,2,will never forget,1,1,1.7894736842105263,125990,"['forget', 'never', 'never forget', 'will']"
125978,6768,Viveka Seldahl and Sven Wollter,2,Viveka Seldahl and Sven Wollter,2,0,1.7894736842105263,125978,"['and', 'seldahl', 'wollter']"
125992,6768,-- that you should never forget,3,-- that you should never forget,1,2,1.7894736842105263,125992,"['forget', 'never', 'never forget', 'should', 'should never', 'that', 'that you', 'you', 'you should']"
125979,6768,Seldahl and Sven Wollter,2,Seldahl and Sven Wollter,2,0,1.7894736842105263,125979,"['and', 'seldahl', 'wollter']"
125977,6768,Viveka Seldahl and Sven Wollter will touch you to the core in a film you will never forget -- that you should never forget .,4,Viveka Seldahl and Sven Wollter will touch you to the core in a film you will never forget -- that you should never forget .,1,3,1.7894736842105263,125977,"['and', 'core', 'film', 'film you', 'forget', 'forget that', 'in', 'in film', 'never', 'never forget', 'seldahl', 'should', 'should never', 'that', 'that you', 'the', 'the core', 'to', 'to the', 'touch', 'will', 'wollter', 'you', 'you should', 'you to', 'you will']"
125994,6768,you should never forget,2,you should never forget,1,1,1.7894736842105263,125994,"['forget', 'never', 'never forget', 'should', 'should never', 'you', 'you should']"
125995,6768,should never forget,3,should never forget,1,2,1.7894736842105263,125995,"['forget', 'never', 'never forget', 'should', 'should never']"
85685,4431,all the scenic appeal,2,all the scenic appeal,2,0,1.7777777777777777,85685,"['all', 'all the', 'appeal', 'scenic', 'the']"
85684,4431,all the scenic appeal of a cesspool,0,all the scenic appeal of a cesspool,3,3,1.7777777777777777,85684,"['all', 'all the', 'appeal', 'of', 'scenic', 'the']"
85683,4431,Has all the scenic appeal of a cesspool,0,Has all the scenic appeal of a cesspool,3,3,1.7777777777777777,85683,"['all', 'all the', 'appeal', 'has', 'of', 'scenic', 'the']"
85682,4431,Has all the scenic appeal of a cesspool .,0,Has all the scenic appeal of a cesspool .,3,3,1.7777777777777777,85682,"['all', 'all the', 'appeal', 'has', 'of', 'scenic', 'the']"
85687,4431,scenic appeal,2,scenic appeal,3,1,1.7777777777777777,85687,"['appeal', 'scenic']"
85688,4431,of a cesspool,0,of a cesspool,2,2,1.7777777777777777,85688,['of']
85689,4431,a cesspool,1,a cesspool,2,1,1.7777777777777777,85689,[]
85690,4431,cesspool,0,cesspool,2,2,1.7777777777777777,85690,[]
85686,4431,the scenic appeal,2,the scenic appeal,3,1,1.7777777777777777,85686,"['appeal', 'scenic', 'the']"
140207,7608,all-time great apocalypse movie,4,all-time great apocalypse movies,2,2,1.7692307692307692,140207,"['all', 'all time', 'great', 'movie', 'time']"
140208,7608,great apocalypse movie,2,great apocalypse movies,3,1,1.7692307692307692,140208,"['great', 'movie']"
140204,7608,one of the all-time great apocalypse movie,4,one of the all-time great apocalypse movies,4,0,1.7692307692307692,140204,"['all', 'all time', 'great', 'movie', 'of', 'of the', 'one', 'one of', 'the', 'the all', 'time']"
140202,7608,go down a one of the all-time great apocalypse movie,4,go down as one of the all-time great apocalypse movies,0,4,1.7692307692307692,140202,"['all', 'all time', 'down', 'go', 'go down', 'great', 'movie', 'of', 'of the', 'one', 'one of', 'the', 'the all', 'time']"
140203,7608,a one of the all-time great apocalypse movie,4,as one of the all-time great apocalypse movies,4,0,1.7692307692307692,140203,"['all', 'all time', 'great', 'movie', 'of', 'of the', 'one', 'one of', 'the', 'the all', 'time']"
140201,7608,might go down a one of the all-time great apocalypse movie,4,might go down as one of the all-time great apocalypse movies,0,4,1.7692307692307692,140201,"['all', 'all time', 'down', 'go', 'go down', 'great', 'might', 'movie', 'of', 'of the', 'one', 'one of', 'the', 'the all', 'time']"
140209,7608,apocalypse movie,2,apocalypse movies,2,0,1.7692307692307692,140209,['movie']
140198,7608,Reign of Fire just might go down a one of the all-time great apocalypse movie .,3,Reign of Fire just might go down as one of the all-time great apocalypse movies .,4,1,1.7692307692307692,140198,"['all', 'all time', 'down', 'fire', 'go', 'go down', 'great', 'just', 'might', 'movie', 'of', 'of fire', 'of the', 'one', 'one of', 'reign', 'reign of', 'the', 'the all', 'time']"
140206,7608,the all-time great apocalypse movie,4,the all-time great apocalypse movies,2,2,1.7692307692307692,140206,"['all', 'all time', 'great', 'movie', 'the', 'the all', 'time']"
140200,7608,might go down a one of the all-time great apocalypse movie .,4,might go down as one of the all-time great apocalypse movies .,0,4,1.7692307692307692,140200,"['all', 'all time', 'down', 'go', 'go down', 'great', 'might', 'movie', 'of', 'of the', 'one', 'one of', 'the', 'the all', 'time']"
140199,7608,just might go down a one of the all-time great apocalypse movie .,4,just might go down as one of the all-time great apocalypse movies .,0,4,1.7692307692307692,140199,"['all', 'all time', 'down', 'go', 'go down', 'great', 'just', 'might', 'movie', 'of', 'of the', 'one', 'one of', 'the', 'the all', 'time']"
140210,7608,apocalypse,2,apocalypse,2,0,1.7692307692307692,140210,[]
140205,7608,of the all-time great apocalypse movie,3,of the all-time great apocalypse movies,4,1,1.7692307692307692,140205,"['all', 'all time', 'great', 'movie', 'of', 'of the', 'the', 'the all', 'time']"
104554,5520,nervy and,3,nervy and,2,1,1.75,104554,"['and', 'nervy']"
96999,5070,snoozer,0,snoozer,2,2,1.75,96999,[]
121241,6492,... Watching it wa painful .,1,... Watching it was painful .,2,1,1.75,121241,"['it', 'it wa', 'painful', 'wa', 'watching', 'watching it']"
121242,6492,Watching it wa painful .,0,Watching it was painful .,2,2,1.75,121242,"['it', 'it wa', 'painful', 'wa', 'watching', 'watching it']"
69282,3522,snooze,0,snooze,2,2,1.75,69282,[]
69281,3522,snooze .,1,snooze .,2,1,1.75,69281,[]
69280,3522,awful snooze .,0,awful snooze .,2,2,1.75,69280,['awful']
69279,3522,An awful snooze .,0,An awful snooze .,2,2,1.75,69279,"['an', 'an awful', 'awful']"
121243,6492,Watching it wa painful,0,Watching it was painful,2,2,1.75,121243,"['it', 'it wa', 'painful', 'wa', 'watching', 'watching it']"
121244,6492,wa painful,0,was painful,2,2,1.75,121244,"['painful', 'wa']"
96997,5070,high-minded snoozer .,0,high-minded snoozer .,2,2,1.75,96997,"['high', 'minded']"
104551,5520,"Cold , nervy and memorable .",3,"Cold , nervy and memorable .",1,2,1.75,104551,"['and', 'and memorable', 'cold', 'memorable', 'nervy']"
96998,5070,snoozer .,0,snoozer .,2,2,1.75,96998,[]
104553,5520,nervy and memorable,3,nervy and memorable,2,1,1.75,104553,"['and', 'and memorable', 'memorable', 'nervy']"
96996,5070,A high-minded snoozer .,1,A high-minded snoozer .,2,1,1.75,96996,"['high', 'minded']"
155765,8526,"The Santa Clause 2 is a barely adequate babysitter for older kid , but I 've got to give it thumb down .",2,"The Santa Clause 2 is a barely adequate babysitter for older kids , but I 've got to give it thumbs down .",3,1,1.75,155765,"['adequate', 'barely', 'but', 'clause', 'down', 'for', 'for older', 'give', 'give it', 'got', 'got to', 'is', 'it', 'kid', 'kid but', 'older', 'santa', 'santa clause', 'the', 'the santa', 'thumb', 'to', 'to give', 've', 've got']"
155768,8526,"The Santa Clause 2 is a barely adequate babysitter for older kid ,",0,"The Santa Clause 2 is a barely adequate babysitter for older kids ,",2,2,1.75,155768,"['adequate', 'barely', 'clause', 'for', 'for older', 'is', 'kid', 'older', 'santa', 'santa clause', 'the', 'the santa']"
155769,8526,The Santa Clause 2 is a barely adequate babysitter for older kid,1,The Santa Clause 2 is a barely adequate babysitter for older kids,2,1,1.75,155769,"['adequate', 'barely', 'clause', 'for', 'for older', 'is', 'kid', 'older', 'santa', 'santa clause', 'the', 'the santa']"
155770,8526,is a barely adequate babysitter for older kid,1,is a barely adequate babysitter for older kids,2,1,1.75,155770,"['adequate', 'barely', 'for', 'for older', 'is', 'kid', 'older']"
155771,8526,a barely adequate babysitter for older kid,1,a barely adequate babysitter for older kids,2,1,1.75,155771,"['adequate', 'barely', 'for', 'for older', 'kid', 'older']"
155772,8526,a barely adequate babysitter,1,a barely adequate babysitter,2,1,1.75,155772,"['adequate', 'barely']"
155773,8526,barely adequate babysitter,1,barely adequate babysitter,2,1,1.75,155773,"['adequate', 'barely']"
155774,8526,barely adequate,3,barely adequate,2,1,1.75,155774,"['adequate', 'barely']"
155775,8526,I 've got to give it thumb down,0,I 've got to give it thumbs down,3,3,1.75,155775,"['down', 'give', 'give it', 'got', 'got to', 'it', 'thumb', 'to', 'to give', 've', 've got']"
155776,8526,'ve got to give it thumb down,0,'ve got to give it thumbs down,3,3,1.75,155776,"['down', 'give', 'give it', 'got', 'got to', 'it', 'thumb', 'to', 'to give', 've', 've got']"
155777,8526,got to give it thumb down,0,got to give it thumbs down,3,3,1.75,155777,"['down', 'give', 'give it', 'got', 'got to', 'it', 'thumb', 'to', 'to give']"
155778,8526,to give it thumb down,0,to give it thumbs down,2,2,1.75,155778,"['down', 'give', 'give it', 'it', 'thumb', 'to', 'to give']"
155779,8526,give it thumb down,0,give it thumbs down,2,2,1.75,155779,"['down', 'give', 'give it', 'it', 'thumb']"
155780,8526,it thumb down,0,it thumbs down,2,2,1.75,155780,"['down', 'it', 'thumb']"
51507,2536,no-holds-barred,2,no-holds-barred,2,0,1.75,51507,['no']
51506,2536,no-holds-barred cinematic,4,no-holds-barred cinematic,2,2,1.75,51506,"['cinematic', 'no']"
51505,2536,A no-holds-barred cinematic,3,A no-holds-barred cinematic,2,1,1.75,51505,"['cinematic', 'no']"
51504,2536,A no-holds-barred cinematic treat .,4,A no-holds-barred cinematic treat .,0,4,1.75,51504,"['cinematic', 'no', 'treat']"
155766,8526,"The Santa Clause 2 is a barely adequate babysitter for older kid , but I 've got to give it thumb down",1,"The Santa Clause 2 is a barely adequate babysitter for older kids , but I 've got to give it thumbs down",3,2,1.75,155766,"['adequate', 'barely', 'but', 'clause', 'down', 'for', 'for older', 'give', 'give it', 'got', 'got to', 'is', 'it', 'kid', 'kid but', 'older', 'santa', 'santa clause', 'the', 'the santa', 'thumb', 'to', 'to give', 've', 've got']"
155767,8526,"The Santa Clause 2 is a barely adequate babysitter for older kid , but",1,"The Santa Clause 2 is a barely adequate babysitter for older kids , but",3,2,1.75,155767,"['adequate', 'barely', 'but', 'clause', 'for', 'for older', 'is', 'kid', 'kid but', 'older', 'santa', 'santa clause', 'the', 'the santa']"
138660,7513,The story 's pathetic and,0,The story 's pathetic and,2,2,1.75,138660,"['and', 'pathetic', 'story', 'the', 'the story']"
138659,7513,The story 's pathetic and the gag are puerile .,0,The story 's pathetic and the gags are puerile .,2,2,1.75,138659,"['and', 'and the', 'are', 'gag', 'pathetic', 'puerile', 'story', 'the', 'the gag', 'the story']"
104552,5520,"Cold , nervy and memorable",4,"Cold , nervy and memorable",1,3,1.75,104552,"['and', 'and memorable', 'cold', 'memorable', 'nervy']"
138665,7513,are puerile,0,are puerile,2,2,1.75,138665,"['are', 'puerile']"
138664,7513,are puerile .,2,are puerile .,2,0,1.75,138664,"['are', 'puerile']"
138663,7513,the gag are puerile .,0,the gags are puerile .,2,2,1.75,138663,"['are', 'gag', 'puerile', 'the', 'the gag']"
138662,7513,'s pathetic,0,'s pathetic,2,2,1.75,138662,['pathetic']
138661,7513,The story 's pathetic,0,The story 's pathetic,2,2,1.75,138661,"['pathetic', 'story', 'the', 'the story']"
138658,7513,The story 's pathetic and the gag are puerile . .,0,The story 's pathetic and the gags are puerile . .,2,2,1.75,138658,"['and', 'and the', 'are', 'gag', 'pathetic', 'puerile', 'story', 'the', 'the gag', 'the story']"
95423,4984,film that will enthrall the whole family .,4,film that will enthrall the whole family .,2,2,1.7142857142857142,95423,"['family', 'film', 'film that', 'that', 'that will', 'the', 'the whole', 'whole', 'will']"
95424,4984,film that will enthrall the whole family,4,film that will enthrall the whole family,2,2,1.7142857142857142,95424,"['family', 'film', 'film that', 'that', 'that will', 'the', 'the whole', 'whole', 'will']"
